	city	color	doors	prise	daytime	neighborhood	car_age	found
459	Chelyabinsk	red	2	1000-2000k	morning	good	5+	not found
460	Samara	grey	2	500-700k	afternoon	good	1	found
461	Kazan	red	5+	2000k+	night	good	1	not found
462	Chelyabinsk	grey	2	500-700k	night	bad	2	not found
463	Kazan	blue	4	700-1000k	evening	bad	1	found
464	Yekaterinburg	white	2	2000k+	afternoon	good	5+	not found
465	Novosibirsk	black	4	2000k+	morning	good	5+	not found
466	Saint Petersburg	red	4	150-200k	afternoon	bad	4	not found
467	Kazan	grey	5+	2000k+	afternoon	bad	4	found
468	Chelyabinsk	blue	4	200-300k	afternoon	mixed	5+	found
469	Samara	white	5+	2000k+	afternoon	mixed	4	not found
470	Moscow	blue	5+	200-300k	evening	bad	2	found
471	Kazan	blue	2	150-200k	afternoon	bad	4	found
472	Kazan	red	2	500-700k	night	mixed	5+	not found
473	Kazan	red	5+	150-200k	afternoon	mixed	4	not found
474	Kazan	white	2	1000-2000k	night	bad	1	not found
475	Kazan	grey	2	1000-2000k	night	mixed	2	found
476	Moscow	white	2	150-200k	evening	bad	3	not found
477	Samara	blue	2	1000-2000k	evening	bad	2	found
478	Moscow	blue	2	2000k+	evening	bad	5+	not found
479	Chelyabinsk	blue	2	1000-2000k	afternoon	good	5+	found
480	Chelyabinsk	red	4	1000-2000k	evening	bad	1	found
481	Moscow	white	5+	1000-2000k	afternoon	bad	3	found
482	Samara	grey	2	1000-2000k	evening	bad	3	not found
483	Kazan	blue	4	150-200k	evening	bad	2	not found
484	Saint Petersburg	white	4	300-500k	evening	bad	2	found
485	Moscow	blue	4	1000-2000k	afternoon	bad	2	found
486	Kazan	blue	5+	300-500k	night	good	5+	found
487	Saint Petersburg	blue	5+	2000k+	morning	bad	5+	found
488	Saint Petersburg	red	2	300-500k	night	bad	5+	not found
489	Moscow	white	5+	500-700k	afternoon	bad	1	not found
490	Moscow	grey	5+	300-500k	afternoon	bad	5+	not found
491	Chelyabinsk	blue	4	2000k+	evening	bad	2	found
492	Kazan	white	4	300-500k	morning	bad	1	not found
493	Chelyabinsk	red	5+	150-200k	evening	bad	2	found
494	Saint Petersburg	blue	4	300-500k	night	bad	5+	found
495	Kazan	blue	2	500-700k	evening	bad	2	not found
496	Yekaterinburg	red	4	500-700k	evening	mixed	5+	not found
497	Saint Petersburg	red	2	300-500k	afternoon	bad	4	not found
498	Moscow	red	4	150-200k	morning	good	1	not found
499	Yekaterinburg	grey	2	2000k+	evening	bad	4	found
500	Moscow	black	5+	700-1000k	morning	good	5+	not found
501	Moscow	red	2	150-200k	morning	bad	5+	not found
502	Novosibirsk	grey	4	2000k+	evening	bad	2	not found
503	Novosibirsk	white	4	300-500k	evening	mixed	4	not found
504	Samara	blue	5+	2000k+	night	bad	1	not found
505	Kazan	black	4	150-200k	morning	bad	3	not found
506	Yekaterinburg	red	2	500-700k	night	bad	2	not found
507	Kazan	black	5+	2000k+	afternoon	mixed	3	not found
508	Yekaterinburg	black	5+	2000k+	evening	bad	3	not found
509	Moscow	blue	4	200-300k	evening	bad	3	found
510	Novosibirsk	grey	5+	200-300k	night	good	2	found
511	Samara	white	4	1000-2000k	evening	good	1	found
512	Yekaterinburg	black	2	700-1000k	night	good	2	found
513	Moscow	blue	4	150-200k	evening	mixed	5+	found
514	Saint Petersburg	white	4	700-1000k	morning	good	2	found
515	Yekaterinburg	blue	4	500-700k	morning	bad	4	not found
516	Novosibirsk	white	5+	300-500k	evening	bad	3	found
517	Samara	blue	2	150-200k	morning	mixed	1	found
518	Chelyabinsk	grey	5+	300-500k	night	mixed	5+	not found
519	Kazan	white	5+	1000-2000k	morning	mixed	4	found
520	Saint Petersburg	red	4	2000k+	evening	bad	2	not found
521	Samara	white	2	2000k+	evening	mixed	3	not found
522	Moscow	black	4	150-200k	night	good	5+	not found
523	Chelyabinsk	blue	4	150-200k	night	good	5+	not found
524	Novosibirsk	white	2	300-500k	afternoon	good	5+	found
525	Saint Petersburg	blue	2	200-300k	morning	good	1	found
526	Yekaterinburg	black	2	500-700k	afternoon	mixed	5+	found
527	Samara	red	2	300-500k	evening	mixed	1	not found
528	Moscow	black	5+	500-700k	evening	good	3	not found
529	Kazan	black	5+	200-300k	morning	good	1	found
530	Chelyabinsk	red	4	2000k+	evening	bad	3	not found
531	Saint Petersburg	white	5+	2000k+	morning	bad	4	found
532	Samara	white	5+	200-300k	afternoon	bad	1	not found
533	Kazan	blue	5+	2000k+	night	mixed	5+	found
534	Samara	blue	5+	200-300k	afternoon	mixed	4	not found
535	Chelyabinsk	grey	4	1000-2000k	morning	mixed	5+	found
536	Novosibirsk	red	2	300-500k	morning	good	4	found
537	Kazan	grey	2	150-200k	afternoon	mixed	3	found
538	Samara	red	2	200-300k	morning	mixed	3	not found
539	Saint Petersburg	red	5+	150-200k	night	mixed	3	found
540	Novosibirsk	white	2	1000-2000k	afternoon	bad	3	not found
541	Chelyabinsk	white	4	200-300k	morning	mixed	2	found
542	Novosibirsk	blue	5+	200-300k	afternoon	bad	5+	not found
543	Kazan	black	4	2000k+	evening	good	2	not found
544	Chelyabinsk	grey	4	200-300k	afternoon	bad	1	not found
545	Novosibirsk	white	2	2000k+	night	bad	4	not found
546	Novosibirsk	white	4	500-700k	afternoon	bad	4	found
547	Kazan	blue	2	300-500k	afternoon	mixed	1	found
548	Kazan	white	5+	1000-2000k	evening	good	3	found
549	Samara	grey	5+	200-300k	morning	bad	2	found
550	Chelyabinsk	blue	4	500-700k	night	mixed	2	not found
551	Novosibirsk	black	2	1000-2000k	afternoon	mixed	3	found
552	Chelyabinsk	black	5+	1000-2000k	night	bad	1	not found
553	Chelyabinsk	blue	2	500-700k	evening	bad	4	found
554	Novosibirsk	blue	4	200-300k	afternoon	bad	1	not found
555	Kazan	grey	4	1000-2000k	morning	good	1	found
556	Novosibirsk	white	5+	1000-2000k	night	bad	4	found
557	Kazan	grey	2	2000k+	afternoon	bad	5+	found
558	Moscow	grey	4	700-1000k	morning	good	2	found
559	Moscow	red	2	2000k+	afternoon	bad	2	not found
560	Chelyabinsk	white	4	1000-2000k	morning	bad	1	found
561	Novosibirsk	grey	4	500-700k	morning	mixed	4	not found
562	Samara	black	4	700-1000k	night	bad	3	not found
563	Kazan	white	4	1000-2000k	afternoon	bad	1	found
564	Kazan	blue	5+	200-300k	evening	good	2	not found
565	Novosibirsk	blue	4	150-200k	night	bad	1	found
566	Novosibirsk	red	5+	200-300k	night	bad	3	not found
567	Samara	red	4	200-300k	afternoon	bad	5+	found
568	Saint Petersburg	black	2	500-700k	evening	bad	4	not found
569	Moscow	grey	5+	200-300k	night	good	1	not found
570	Yekaterinburg	white	4	150-200k	morning	good	4	not found
571	Novosibirsk	blue	4	2000k+	afternoon	bad	4	not found
572	Saint Petersburg	blue	5+	2000k+	evening	bad	3	not found
573	Samara	red	5+	700-1000k	afternoon	good	4	not found
574	Samara	black	2	500-700k	evening	bad	3	not found
575	Kazan	red	4	700-1000k	afternoon	mixed	4	found
576	Chelyabinsk	blue	2	150-200k	night	mixed	3	not found
577	Yekaterinburg	grey	2	2000k+	evening	mixed	4	not found
578	Saint Petersburg	white	5+	500-700k	afternoon	good	5+	not found
579	Chelyabinsk	grey	2	150-200k	morning	mixed	4	found
580	Chelyabinsk	blue	5+	150-200k	afternoon	bad	4	not found
581	Novosibirsk	grey	4	300-500k	afternoon	mixed	2	found
582	Saint Petersburg	black	4	700-1000k	night	mixed	4	found
583	Novosibirsk	red	4	200-300k	evening	bad	4	found
584	Novosibirsk	blue	2	700-1000k	afternoon	bad	1	not found
585	Yekaterinburg	grey	2	2000k+	night	bad	5+	not found
586	Moscow	white	2	1000-2000k	evening	good	4	found
587	Kazan	white	2	500-700k	evening	good	4	not found
588	Samara	red	4	2000k+	evening	bad	4	found
589	Chelyabinsk	black	2	150-200k	afternoon	good	3	found
590	Yekaterinburg	black	2	700-1000k	afternoon	bad	1	found
591	Moscow	blue	4	150-200k	evening	bad	2	found
592	Kazan	black	2	200-300k	afternoon	mixed	4	found
593	Samara	red	4	200-300k	morning	good	4	not found
594	Moscow	white	2	300-500k	morning	bad	1	not found
595	Moscow	black	4	700-1000k	evening	bad	3	not found
596	Yekaterinburg	grey	2	700-1000k	evening	good	5+	not found
597	Kazan	white	5+	2000k+	morning	good	5+	found
598	Yekaterinburg	black	5+	1000-2000k	night	bad	1	not found
599	Saint Petersburg	grey	4	300-500k	night	mixed	2	found
600	Moscow	red	2	1000-2000k	morning	bad	4	found
601	Moscow	white	4	1000-2000k	morning	bad	1	found
602	Novosibirsk	grey	5+	1000-2000k	night	mixed	5+	found
603	Novosibirsk	black	4	2000k+	morning	bad	5+	not found
604	Novosibirsk	black	4	2000k+	afternoon	mixed	1	not found
605	Kazan	blue	2	2000k+	afternoon	mixed	3	not found
606	Moscow	white	4	1000-2000k	evening	bad	1	found
607	Saint Petersburg	blue	5+	200-300k	night	bad	4	found
608	Kazan	black	5+	2000k+	night	good	3	not found
609	Kazan	grey	2	300-500k	afternoon	bad	2	not found
610	Samara	red	2	500-700k	morning	bad	2	found
611	Samara	white	4	150-200k	evening	good	3	found
612	Yekaterinburg	red	5+	2000k+	afternoon	bad	4	found
613	Novosibirsk	blue	5+	1000-2000k	night	good	1	not found
614	Samara	grey	4	150-200k	evening	mixed	3	not found
615	Novosibirsk	blue	5+	2000k+	night	mixed	3	not found
616	Kazan	black	2	300-500k	evening	mixed	2	not found
617	Yekaterinburg	white	5+	200-300k	night	bad	1	found
618	Chelyabinsk	white	2	700-1000k	afternoon	bad	3	found
619	Yekaterinburg	white	4	1000-2000k	night	bad	4	not found
620	Moscow	grey	4	700-1000k	evening	mixed	5+	found
621	Saint Petersburg	red	2	700-1000k	night	good	2	found
622	Yekaterinburg	grey	4	2000k+	evening	bad	5+	found
623	Saint Petersburg	black	2	500-700k	afternoon	mixed	3	not found
624	Saint Petersburg	black	5+	1000-2000k	afternoon	bad	1	found
625	Yekaterinburg	grey	2	300-500k	afternoon	bad	5+	not found
626	Novosibirsk	grey	2	500-700k	evening	bad	5+	found
627	Chelyabinsk	white	2	700-1000k	evening	good	5+	not found
628	Chelyabinsk	grey	5+	150-200k	morning	good	5+	found
629	Chelyabinsk	white	4	300-500k	evening	good	3	found
630	Saint Petersburg	grey	4	2000k+	morning	bad	3	found
631	Samara	red	4	150-200k	afternoon	mixed	2	found
632	Kazan	white	2	150-200k	afternoon	bad	4	not found
633	Moscow	grey	5+	500-700k	evening	mixed	5+	found
634	Saint Petersburg	red	2	2000k+	evening	mixed	3	not found
635	Saint Petersburg	blue	2	200-300k	morning	mixed	2	found
636	Saint Petersburg	grey	5+	300-500k	night	bad	2	found
637	Chelyabinsk	black	4	700-1000k	morning	good	3	not found
638	Kazan	blue	5+	200-300k	afternoon	mixed	2	found
639	Samara	black	2	200-300k	evening	mixed	2	not found
640	Chelyabinsk	white	5+	700-1000k	evening	good	3	not found
641	Yekaterinburg	black	5+	300-500k	afternoon	bad	2	found
642	Moscow	grey	2	150-200k	afternoon	bad	3	found
643	Yekaterinburg	black	2	500-700k	evening	good	1	found
644	Samara	blue	4	2000k+	morning	mixed	1	found
645	Novosibirsk	white	2	2000k+	morning	bad	4	found
646	Kazan	black	4	200-300k	morning	good	5+	found
647	Chelyabinsk	black	4	2000k+	evening	bad	3	found
648	Kazan	white	5+	500-700k	evening	bad	2	found
649	Kazan	grey	4	700-1000k	morning	mixed	4	not found
650	Saint Petersburg	red	4	200-300k	afternoon	good	3	found
651	Novosibirsk	black	4	300-500k	afternoon	bad	5+	not found
652	Moscow	red	4	150-200k	evening	bad	5+	not found
653	Kazan	red	2	1000-2000k	morning	bad	4	found
654	Saint Petersburg	grey	5+	200-300k	night	bad	3	found
655	Kazan	blue	5+	700-1000k	morning	bad	4	found
656	Saint Petersburg	black	5+	700-1000k	night	bad	4	not found
657	Novosibirsk	blue	2	200-300k	afternoon	bad	1	not found
658	Yekaterinburg	blue	2	500-700k	morning	bad	2	found
659	Chelyabinsk	black	5+	300-500k	evening	mixed	4	found
660	Samara	white	2	150-200k	morning	bad	5+	not found
661	Novosibirsk	grey	5+	2000k+	morning	bad	3	not found
662	Chelyabinsk	red	4	700-1000k	night	bad	1	not found
663	Samara	grey	2	500-700k	morning	bad	4	not found
664	Novosibirsk	black	4	500-700k	afternoon	bad	2	not found
665	Chelyabinsk	white	2	1000-2000k	afternoon	good	5+	found
666	Kazan	blue	4	2000k+	morning	bad	2	found
667	Kazan	red	2	700-1000k	afternoon	bad	3	found
668	Yekaterinburg	black	5+	1000-2000k	night	good	5+	not found
669	Saint Petersburg	blue	5+	300-500k	morning	good	2	found
670	Novosibirsk	red	2	1000-2000k	morning	bad	3	not found
671	Yekaterinburg	white	2	500-700k	night	bad	2	not found
672	Moscow	grey	2	300-500k	afternoon	mixed	1	not found
673	Samara	white	4	500-700k	afternoon	bad	1	found
674	Chelyabinsk	grey	2	2000k+	evening	bad	2	not found
675	Samara	grey	5+	2000k+	night	bad	2	not found
676	Novosibirsk	red	5+	2000k+	afternoon	good	2	not found
677	Kazan	black	2	700-1000k	afternoon	good	2	not found
678	Samara	white	2	500-700k	night	bad	4	not found
679	Moscow	red	4	200-300k	afternoon	good	1	found
680	Novosibirsk	grey	4	1000-2000k	afternoon	mixed	5+	not found
681	Samara	red	2	1000-2000k	evening	good	5+	found
682	Chelyabinsk	white	5+	500-700k	evening	mixed	5+	not found
683	Yekaterinburg	white	4	700-1000k	afternoon	bad	5+	not found
684	Kazan	red	5+	1000-2000k	afternoon	mixed	4	not found
685	Saint Petersburg	black	2	150-200k	morning	good	5+	not found
686	Yekaterinburg	white	5+	200-300k	afternoon	bad	1	found
687	Novosibirsk	blue	2	2000k+	night	bad	3	found
688	Samara	blue	4	2000k+	evening	bad	3	found
689	Moscow	white	5+	300-500k	morning	bad	1	not found
690	Novosibirsk	red	4	300-500k	afternoon	bad	5+	not found
691	Moscow	red	2	150-200k	evening	bad	5+	found
692	Saint Petersburg	red	5+	1000-2000k	night	bad	2	found
693	Saint Petersburg	red	4	200-300k	evening	mixed	4	found
694	Chelyabinsk	white	4	2000k+	morning	bad	1	found
695	Yekaterinburg	red	4	200-300k	evening	bad	3	found
696	Moscow	red	5+	200-300k	afternoon	good	1	not found
697	Novosibirsk	blue	2	1000-2000k	evening	bad	3	not found
698	Yekaterinburg	grey	2	300-500k	morning	bad	4	not found
699	Samara	black	4	150-200k	afternoon	mixed	1	found
700	Saint Petersburg	blue	5+	500-700k	morning	good	1	not found
701	Chelyabinsk	black	4	200-300k	afternoon	mixed	2	found
702	Novosibirsk	grey	4	500-700k	night	bad	1	not found
703	Novosibirsk	blue	4	150-200k	afternoon	good	4	found
704	Kazan	red	2	300-500k	night	bad	4	not found
705	Yekaterinburg	grey	2	300-500k	evening	mixed	5+	not found
706	Yekaterinburg	black	5+	300-500k	morning	bad	2	not found
707	Kazan	black	5+	500-700k	evening	mixed	4	found
708	Kazan	white	2	700-1000k	morning	bad	2	found
709	Samara	red	4	300-500k	evening	mixed	2	found
710	Kazan	white	4	500-700k	evening	good	1	not found
711	Chelyabinsk	black	4	150-200k	night	bad	5+	not found
712	Kazan	red	4	500-700k	evening	mixed	3	found
713	Novosibirsk	black	4	1000-2000k	night	bad	2	not found
714	Chelyabinsk	grey	2	2000k+	evening	good	1	found
715	Samara	blue	2	1000-2000k	morning	bad	3	found
716	Saint Petersburg	black	2	1000-2000k	afternoon	good	1	not found
717	Chelyabinsk	grey	2	500-700k	morning	bad	3	found
718	Yekaterinburg	white	4	500-700k	night	bad	5+	found
719	Novosibirsk	blue	4	200-300k	morning	good	5+	not found
720	Saint Petersburg	red	4	500-700k	morning	bad	1	not found
721	Saint Petersburg	white	4	700-1000k	afternoon	bad	1	found
722	Novosibirsk	white	5+	150-200k	morning	good	5+	not found
723	Samara	white	4	150-200k	evening	bad	1	not found
724	Samara	white	4	500-700k	morning	mixed	3	found
725	Saint Petersburg	red	2	1000-2000k	evening	bad	5+	not found
726	Yekaterinburg	black	4	150-200k	evening	mixed	3	not found
727	Novosibirsk	black	5+	300-500k	afternoon	good	2	found
728	Yekaterinburg	blue	5+	150-200k	afternoon	bad	1	found
729	Chelyabinsk	grey	4	2000k+	morning	good	5+	found
730	Kazan	blue	4	300-500k	evening	mixed	1	found
731	Samara	black	2	300-500k	night	mixed	1	not found
732	Novosibirsk	grey	5+	150-200k	morning	bad	3	not found
733	Saint Petersburg	blue	2	200-300k	night	mixed	5+	not found
734	Yekaterinburg	blue	2	2000k+	evening	mixed	1	found
735	Novosibirsk	white	4	300-500k	night	bad	5+	found
736	Yekaterinburg	white	4	1000-2000k	night	mixed	1	not found
737	Kazan	red	2	200-300k	afternoon	mixed	3	found
738	Chelyabinsk	grey	2	200-300k	morning	bad	4	found
739	Saint Petersburg	grey	2	2000k+	night	bad	2	not found
740	Chelyabinsk	red	4	500-700k	morning	bad	4	found
741	Chelyabinsk	black	4	700-1000k	night	bad	4	found
742	Saint Petersburg	grey	2	300-500k	morning	bad	1	found
743	Novosibirsk	blue	5+	700-1000k	night	mixed	3	found
744	Yekaterinburg	red	2	300-500k	morning	bad	4	not found
745	Yekaterinburg	grey	4	500-700k	evening	bad	4	not found
746	Saint Petersburg	red	4	1000-2000k	evening	bad	3	not found
747	Saint Petersburg	black	4	700-1000k	night	bad	1	not found
748	Chelyabinsk	white	5+	1000-2000k	morning	bad	5+	not found
749	Moscow	white	4	500-700k	morning	bad	4	not found
750	Samara	red	2	700-1000k	afternoon	good	3	found
751	Kazan	red	4	500-700k	night	good	1	not found
752	Chelyabinsk	grey	5+	200-300k	night	bad	3	found
753	Chelyabinsk	white	4	500-700k	night	bad	2	found
754	Moscow	black	5+	300-500k	afternoon	bad	3	not found
755	Yekaterinburg	black	2	300-500k	night	mixed	5+	found
756	Samara	white	5+	300-500k	night	mixed	2	not found
757	Moscow	grey	4	500-700k	morning	bad	1	not found
758	Chelyabinsk	blue	2	1000-2000k	morning	good	2	found
759	Moscow	red	4	500-700k	night	good	2	found
760	Moscow	blue	2	2000k+	morning	good	2	not found
761	Kazan	red	2	1000-2000k	afternoon	mixed	2	found
762	Samara	blue	2	150-200k	evening	bad	3	not found
763	Moscow	white	5+	150-200k	evening	bad	5+	found
764	Moscow	black	4	150-200k	evening	mixed	3	found
765	Samara	grey	5+	200-300k	morning	good	5+	found
766	Samara	white	2	300-500k	night	good	5+	not found
767	Moscow	red	2	200-300k	morning	bad	3	found
768	Novosibirsk	black	5+	1000-2000k	night	bad	2	found
769	Chelyabinsk	grey	5+	500-700k	afternoon	mixed	2	found
770	Samara	grey	5+	2000k+	morning	mixed	1	found
771	Moscow	black	5+	150-200k	afternoon	bad	5+	found
772	Kazan	black	2	700-1000k	morning	bad	3	not found
773	Chelyabinsk	black	4	1000-2000k	evening	bad	5+	not found
774	Novosibirsk	blue	5+	150-200k	evening	bad	4	found
775	Novosibirsk	blue	4	700-1000k	afternoon	good	5+	found
776	Kazan	blue	5+	1000-2000k	morning	mixed	1	found
777	Saint Petersburg	red	5+	150-200k	night	good	5+	not found
778	Samara	black	5+	500-700k	afternoon	mixed	1	not found
779	Moscow	red	4	300-500k	afternoon	mixed	4	not found
780	Saint Petersburg	blue	4	1000-2000k	afternoon	bad	2	found
781	Moscow	blue	5+	2000k+	night	bad	3	found
782	Samara	black	2	300-500k	night	mixed	1	not found
783	Moscow	black	4	300-500k	morning	mixed	5+	not found
784	Moscow	white	5+	150-200k	morning	good	5+	found
785	Samara	black	4	1000-2000k	night	good	5+	not found
786	Novosibirsk	blue	4	500-700k	evening	bad	5+	found
787	Novosibirsk	red	2	700-1000k	evening	bad	2	found
788	Novosibirsk	blue	4	1000-2000k	morning	mixed	1	found
789	Samara	red	2	200-300k	morning	good	1	found
790	Chelyabinsk	blue	4	2000k+	morning	good	5+	found
791	Kazan	red	5+	2000k+	morning	bad	4	not found
792	Chelyabinsk	grey	5+	200-300k	evening	bad	3	not found
793	Kazan	black	5+	200-300k	night	mixed	5+	not found
794	Saint Petersburg	white	5+	150-200k	morning	mixed	5+	found
795	Kazan	grey	2	150-200k	night	good	1	found
796	Yekaterinburg	black	5+	200-300k	evening	bad	1	found
797	Yekaterinburg	black	2	2000k+	evening	bad	3	found
798	Samara	black	2	1000-2000k	afternoon	mixed	1	not found
799	Samara	blue	4	200-300k	night	bad	1	found
800	Kazan	red	2	150-200k	evening	bad	2	not found
801	Saint Petersburg	grey	5+	150-200k	evening	mixed	2	found
802	Kazan	grey	5+	500-700k	morning	bad	2	found
803	Yekaterinburg	red	2	300-500k	morning	bad	4	not found
804	Saint Petersburg	red	2	2000k+	afternoon	bad	1	found
805	Samara	blue	4	200-300k	morning	bad	5+	found
806	Yekaterinburg	black	2	150-200k	morning	mixed	3	not found
807	Novosibirsk	grey	2	200-300k	evening	good	3	found
808	Chelyabinsk	white	5+	200-300k	evening	good	1	found
809	Novosibirsk	blue	2	300-500k	evening	bad	2	found
810	Yekaterinburg	white	2	200-300k	afternoon	bad	3	not found
811	Novosibirsk	grey	4	1000-2000k	night	good	3	not found
812	Kazan	grey	2	500-700k	evening	bad	1	found
813	Novosibirsk	black	4	2000k+	evening	mixed	1	found
814	Saint Petersburg	red	5+	150-200k	evening	mixed	4	not found
815	Saint Petersburg	grey	5+	300-500k	morning	good	5+	not found
816	Yekaterinburg	grey	4	700-1000k	evening	bad	1	not found
817	Samara	black	4	1000-2000k	night	good	2	not found
818	Chelyabinsk	black	2	2000k+	afternoon	mixed	5+	found
819	Yekaterinburg	red	4	700-1000k	afternoon	bad	2	not found
820	Novosibirsk	red	4	150-200k	morning	bad	3	found
821	Novosibirsk	white	2	1000-2000k	afternoon	bad	2	found
822	Samara	white	4	500-700k	evening	good	4	found
823	Novosibirsk	blue	5+	150-200k	morning	bad	1	not found
824	Yekaterinburg	blue	4	300-500k	evening	mixed	4	not found
825	Saint Petersburg	black	4	300-500k	afternoon	bad	3	not found
826	Yekaterinburg	black	5+	150-200k	morning	bad	5+	not found
827	Moscow	grey	2	700-1000k	morning	mixed	3	not found
